Age,Attrition,Travel_Frequently,Travel_Rarely,Non_Travel,DailyRate,Research & Development,Sales,Human Resources,DistanceFromHome,Education,Life Sciences,Medical,Marketing,Technical Degree,EducationOther,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Sales Executive,Research Scientist,Laboratory Technician,Manufacturing Director,Healthcare Representative,JobSatisfaction,Married,Single,Divorced,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,0,0,1,0,916,1,0,0,17,2,1,0,0,0,0,4,1,82,4,2,0,1,0,0,0,1,0,1,0,6545,23016,3,1,13,3,0,10,1,3,3,2,0,2
28,0,1,0,0,773,1,0,0,6,3,1,0,0,0,0,3,0,39,2,1,0,1,0,0,0,3,0,0,1,2703,22088,1,1,14,3,1,3,2,3,3,1,0,2
21,1,0,1,0,156,0,1,0,12,3,1,0,0,0,0,3,1,90,4,1,0,0,0,0,1,2,0,1,0,2716,25422,1,0,15,3,0,1,0,3,1,0,0,0
41,0,0,1,0,1276,0,1,0,2,5,1,0,0,0,0,2,1,91,3,4,0,0,0,0,1,1,1,0,0,16595,5626,7,0,16,3,1,22,2,3,18,16,11,8
31,0,0,1,0,691,1,0,0,5,4,0,0,0,1,0,3,0,86,3,1,0,1,0,0,0,4,1,0,0,4821,10077,0,1,12,3,1,6,4,3,5,2,0,3
42,0,1,0,0,288,1,0,0,2,3,1,0,0,0,0,4,0,40,3,3,0,0,0,0,1,4,1,0,0,10124,18611,2,1,14,3,1,24,3,1,20,8,13,9
31,1,1,0,0,561,1,0,0,3,3,1,0,0,0,0,4,1,33,3,1,0,1,0,0,0,3,0,1,0,4084,4156,1,0,12,3,0,7,2,1,7,2,7,7
32,0,0,0,1,1146,1,0,0,15,4,0,1,0,0,0,3,1,34,3,2,0,0,0,0,1,4,0,0,1,6667,16542,5,0,18,3,1,9,6,3,5,1,1,2
31,0,0,1,0,408,1,0,0,9,4,1,0,0,0,0,3,0,42,2,1,0,1,0,0,0,2,0,1,0,2657,7551,0,1,16,3,0,3,5,3,2,2,2,2
31,0,0,1,0,1232,1,0,0,7,4,0,1,0,0,0,3,1,39,3,3,0,0,0,1,0,4,0,1,0,7143,25713,1,1,14,3,0,11,2,2,11,9,4,10
34,0,0,1,0,943,1,0,0,9,3,1,0,0,0,0,4,0,86,3,3,0,0,0,0,1,4,0,0,1,8500,5494,0,0,11,3,1,10,0,2,9,7,1,6
34,1,1,0,0,658,1,0,0,7,3,1,0,0,0,0,1,0,66,1,2,0,0,1,0,0,3,0,1,0,6074,22887,1,1,24,4,0,9,3,3,9,7,0,6
32,0,0,1,0,1373,1,0,0,5,4,1,0,0,0,0,4,0,56,2,2,0,0,0,1,0,4,0,1,0,9679,10138,8,0,24,4,0,8,1,3,1,0,0,0
42,0,0,1,0,1210,1,0,0,2,3,0,1,0,0,0,3,0,68,2,1,0,0,1,0,0,2,1,0,0,4841,24052,4,0,14,3,1,4,3,3,1,0,0,0
27,0,0,0,1,691,1,0,0,9,3,0,1,0,0,0,4,0,57,3,1,0,1,0,0,0,2,0,0,1,2024,5970,6,0,18,3,1,6,1,1,2,2,2,2
35,0,1,0,0,200,1,0,0,18,2,1,0,0,0,0,3,0,60,3,3,0,0,0,1,0,4,0,1,0,9362,19944,2,0,11,3,0,10,2,3,2,2,2,2
24,1,1,0,0,381,1,0,0,9,3,0,1,0,0,0,2,0,89,3,1,0,0,1,0,0,1,0,1,0,3172,16998,2,1,11,3,0,4,2,2,0,0,0,0
29,1,0,1,0,408,1,0,0,25,5,0,0,0,1,0,3,1,71,2,1,0,1,0,0,0,2,1,0,0,2546,18300,5,0,16,3,0,6,2,4,2,2,1,1
31,1,0,1,0,330,1,0,0,22,4,0,1,0,0,0,4,0,98,3,2,0,0,0,1,0,3,1,0,0,6179,21057,1,1,15,3,2,10,3,2,10,2,6,7
31,0,0,1,0,828,0,1,0,2,1,1,0,0,0,0,2,0,77,3,2,1,0,0,0,0,4,0,1,0,6582,8346,4,1,13,3,0,10,2,4,6,5,0,5
52,1,0,1,0,266,0,1,0,2,1,0,0,1,0,0,1,1,57,1,5,0,0,0,0,1,4,1,0,0,19845,25846,1,0,15,3,1,33,3,3,32,14,6,9
44,0,0,1,0,136,1,0,0,28,3,1,0,0,0,0,4,0,32,3,4,0,0,0,0,1,1,1,0,0,16328,22074,3,0,13,3,1,24,1,4,20,6,14,17
27,0,0,1,0,1130,0,1,0,8,4,0,0,1,0,0,2,1,56,3,2,1,0,0,0,0,2,1,0,0,6214,3415,1,0,18,3,1,8,3,3,8,7,0,7
37,0,1,0,0,889,1,0,0,9,3,0,1,0,0,0,2,0,53,3,1,0,1,0,0,0,4,1,0,0,2326,11411,1,1,12,3,3,4,3,2,4,2,1,2
40,0,1,0,0,902,1,0,0,26,2,0,1,0,0,0,3,1,92,2,2,0,1,0,0,0,4,1,0,0,4422,21203,3,1,13,3,1,16,3,1,1,1,0,0
31,0,0,1,0,1276,1,0,0,2,1,0,1,0,0,0,4,1,59,1,1,0,0,1,0,0,4,0,0,1,1129,17536,1,1,11,3,3,1,4,3,1,0,0,0
32,0,0,0,1,300,1,0,0,1,3,1,0,0,0,0,4,0,61,3,1,0,0,1,0,0,4,0,0,1,2314,9148,0,0,12,3,1,4,2,3,3,0,0,2
35,0,0,1,0,464,1,0,0,4,2,0,0,0,0,1,3,0,75,3,1,0,0,1,0,0,4,0,0,1,1951,10910,1,0,12,3,1,1,3,3,1,0,0,0
42,0,0,1,0,1147,0,0,1,10,3,0,0,0,0,1,3,1,31,3,4,0,0,0,0,1,1,1,0,0,16799,16616,0,0,14,3,1,21,5,3,20,7,0,9
36,0,1,0,0,884,1,0,0,23,2,0,1,0,0,0,3,0,41,4,2,0,0,1,0,0,4,1,0,0,2571,12290,4,0,17,3,1,17,3,3,5,2,0,3
40,1,0,0,1,1479,0,1,0,24,3,1,0,0,0,0,2,1,100,4,4,1,0,0,0,0,2,0,1,0,13194,17071,4,1,16,3,0,22,2,2,1,0,0,0
40,0,0,1,0,1398,0,1,0,2,4,1,0,0,0,0,3,1,79,3,5,0,0,0,0,1,3,1,0,0,18041,13022,0,0,14,3,0,21,2,3,20,15,1,12
44,0,0,0,1,489,1,0,0,23,3,0,1,0,0,0,2,0,67,3,2,0,0,1,0,0,2,1,0,0,2042,25043,4,0,12,3,1,17,3,4,3,2,1,2
32,0,1,0,0,1311,1,0,0,7,3,1,0,0,0,0,2,0,100,4,1,0,0,1,0,0,2,1,0,0,2794,26062,1,0,20,4,0,5,3,1,5,1,0,3
24,1,0,1,0,1448,0,1,0,1,1,0,0,0,1,0,1,1,62,3,1,0,0,0,0,1,2,0,1,0,3202,21972,1,1,16,3,0,6,4,3,5,3,1,4
32,1,0,1,0,374,1,0,0,25,4,1,0,0,0,0,1,0,87,3,1,0,0,1,0,0,4,0,1,0,2795,18016,1,1,24,4,0,1,2,1,1,0,0,1
22,1,0,1,0,1294,1,0,0,8,1,0,1,0,0,0,3,1,79,3,1,0,0,1,0,0,1,1,0,0,2398,15999,1,1,17,3,0,1,6,3,1,0,0,0
35,0,0,1,0,619,0,1,0,1,3,0,0,1,0,0,2,0,85,3,2,1,0,0,0,0,3,1,0,0,4717,18659,9,0,11,3,0,15,2,3,11,9,6,9
36,0,1,0,0,607,0,1,0,7,3,0,0,1,0,0,1,1,83,4,2,1,0,0,0,0,1,1,0,0,4639,2261,2,0,16,3,1,17,2,2,15,7,6,13
43,0,1,0,0,1082,1,0,0,27,3,1,0,0,0,0,3,1,83,3,3,0,0,0,1,0,1,1,0,0,10820,11535,8,0,11,3,1,18,1,3,8,7,0,1
59,0,0,1,0,142,1,0,0,3,3,1,0,0,0,0,3,0,70,2,1,0,1,0,0,0,4,1,0,0,2177,8456,3,0,17,3,1,7,6,3,1,0,0,0
23,1,0,1,0,1320,1,0,0,8,1,0,1,0,0,0,4,0,93,2,1,0,0,1,0,0,3,0,1,0,3989,20586,1,1,11,3,0,5,2,3,5,4,1,2
53,0,0,1,0,447,1,0,0,2,3,0,1,0,0,0,4,0,39,4,4,0,0,0,0,1,2,0,1,0,16598,19764,4,0,12,3,0,35,2,2,9,8,8,8
26,1,0,1,0,471,1,0,0,24,3,0,0,0,1,0,3,0,66,1,1,0,0,1,0,0,4,0,1,0,2340,23213,1,1,18,3,0,1,3,1,1,0,0,0
28,0,1,0,0,193,1,0,0,2,3,1,0,0,0,0,4,0,52,2,1,0,0,1,0,0,4,1,0,0,3867,14222,1,1,12,3,1,2,2,3,2,2,2,2
26,0,0,1,0,652,1,0,0,7,3,0,0,0,0,1,3,0,100,4,1,0,0,1,0,0,1,0,1,0,3578,23577,0,0,12,3,0,8,2,3,7,7,0,7
44,0,0,1,0,986,1,0,0,8,4,1,0,0,0,0,1,0,62,4,1,0,0,1,0,0,4,1,0,0,2818,5044,2,1,24,4,1,10,2,2,3,2,0,2
27,0,0,1,0,608,1,0,0,1,2,1,0,0,0,0,3,1,68,3,3,0,0,0,1,0,1,1,0,0,7412,6009,1,0,11,3,0,9,3,3,9,7,0,7
30,0,0,1,0,438,1,0,0,18,3,1,0,0,0,0,1,1,75,3,1,0,1,0,0,0,3,0,1,0,2632,23910,1,0,14,3,0,5,4,2,5,4,0,4
20,1,0,1,0,1362,1,0,0,10,1,0,1,0,0,0,4,0,32,3,1,0,1,0,0,0,3,0,1,0,1009,26999,1,1,11,3,0,1,5,3,1,0,1,1
32,0,0,1,0,371,0,1,0,19,3,1,0,0,0,0,4,0,80,1,3,1,0,0,0,0,3,1,0,0,9610,3840,3,0,13,3,1,10,2,1,4,3,0,2
29,1,0,1,0,341,0,1,0,1,3,0,1,0,0,0,2,1,48,2,1,0,0,0,0,1,3,0,0,1,2800,23522,6,1,19,3,3,5,3,3,3,2,0,2
45,0,1,0,0,364,1,0,0,25,3,0,1,0,0,0,2,1,83,3,5,0,0,0,0,1,2,0,1,0,18061,13035,3,0,22,4,0,22,4,3,0,0,0,0
32,0,0,1,0,801,0,1,0,1,4,0,0,1,0,0,3,1,48,3,3,1,0,0,0,0,4,1,0,0,10422,24032,1,0,19,3,2,14,3,3,14,10,5,7
33,0,0,1,0,931,1,0,0,14,3,0,1,0,0,0,4,1,72,3,1,0,1,0,0,0,2,1,0,0,2756,4673,1,0,13,3,1,8,5,3,8,7,1,6
36,0,0,0,1,894,1,0,0,1,4,0,1,0,0,0,4,1,33,2,2,0,0,0,1,0,3,1,0,0,4374,15411,0,0,15,3,0,4,6,3,3,2,1,2
60,0,0,1,0,1179,0,1,0,16,4,0,0,1,0,0,1,0,84,3,2,1,0,0,0,0,1,0,1,0,5405,11924,8,0,14,3,0,10,1,3,2,2,2,2
31,0,0,1,0,480,1,0,0,7,2,0,1,0,0,0,2,1,31,3,2,0,0,0,1,0,1,1,0,0,4306,4156,1,0,12,3,1,13,5,1,13,10,3,12
45,0,0,0,1,1238,1,0,0,1,1,1,0,0,0,0,3,0,74,2,3,0,0,0,0,1,3,1,0,0,10748,3395,3,0,23,4,1,25,3,2,23,15,14,4
34,0,1,0,0,653,1,0,0,10,4,0,0,0,1,0,4,0,92,2,2,0,0,0,0,1,3,1,0,0,5063,15332,1,0,14,3,1,8,3,2,8,2,7,7
37,0,0,1,0,408,1,0,0,19,2,1,0,0,0,0,2,0,73,3,1,0,1,0,0,0,2,1,0,0,3022,10227,4,0,21,4,0,8,1,3,1,0,0,0
24,0,0,1,0,581,1,0,0,9,3,0,1,0,0,0,3,0,62,4,1,0,1,0,0,0,3,1,0,0,4401,17616,1,0,16,3,1,5,1,3,5,3,0,4
35,0,0,1,0,1402,0,1,0,28,4,1,0,0,0,0,2,1,98,2,1,0,0,0,0,1,3,1,0,0,2430,26204,0,0,23,4,2,6,5,3,5,3,4,2
41,0,0,1,0,334,0,1,0,2,4,1,0,0,0,0,4,0,88,3,4,0,0,0,0,1,2,0,1,0,16015,15896,1,0,19,3,0,22,2,3,22,10,0,4
48,0,0,1,0,1221,0,1,0,7,3,0,0,1,0,0,3,0,96,3,2,1,0,0,0,0,1,0,0,1,5486,24795,4,0,11,3,3,15,3,3,2,2,2,2
31,0,0,1,0,670,1,0,0,26,1,1,0,0,0,0,1,0,31,3,1,0,1,0,0,0,3,0,0,1,2911,15170,1,0,17,3,1,5,1,2,5,2,4,3
46,0,0,0,1,1144,1,0,0,7,4,0,1,0,0,0,3,1,30,3,2,0,0,0,1,0,3,1,0,0,5258,16044,2,0,14,3,0,7,2,4,1,0,0,0
54,0,0,1,0,821,1,0,0,5,2,0,1,0,0,0,1,0,86,3,5,0,0,0,0,1,1,1,0,0,19406,8509,4,0,11,3,1,24,4,2,4,2,1,2
42,1,1,0,0,933,1,0,0,19,3,0,1,0,0,0,3,0,57,4,1,0,1,0,0,0,3,0,0,1,2759,20366,6,1,12,3,0,7,2,3,2,2,2,2
42,0,1,0,0,748,1,0,0,9,2,0,1,0,0,0,1,1,74,3,1,0,0,1,0,0,4,0,1,0,3673,16458,1,0,13,3,0,12,3,3,12,9,5,8
38,0,0,1,0,433,0,0,1,1,3,0,0,0,0,1,3,0,37,4,1,0,0,0,0,1,3,1,0,0,2844,6004,1,0,13,3,1,7,2,4,7,6,5,0
45,0,0,1,0,561,0,1,0,2,3,0,0,0,0,1,4,0,61,3,2,1,0,0,0,0,2,1,0,0,4805,16177,0,0,19,3,1,9,3,4,8,7,3,7
30,1,0,1,0,1005,1,0,0,3,3,0,0,0,1,0,4,1,88,3,1,0,1,0,0,0,1,0,1,0,2657,8556,5,1,11,3,0,8,5,3,5,2,0,4
29,1,0,1,0,806,1,0,0,7,3,0,0,0,1,0,2,1,39,3,1,0,0,1,0,0,3,0,0,1,3339,17285,3,1,13,3,2,10,2,3,7,7,7,7
40,0,1,0,0,1184,0,1,0,2,4,0,1,0,0,0,2,0,62,3,2,1,0,0,0,0,2,1,0,0,4327,25440,5,0,12,3,3,5,2,3,0,0,0,0
28,0,0,1,0,580,1,0,0,27,3,0,1,0,0,0,2,1,39,1,2,0,0,0,1,0,1,0,0,1,4877,20460,0,0,21,4,1,6,5,2,5,3,0,0
46,0,0,1,0,705,0,1,0,2,4,0,0,1,0,0,2,1,83,3,5,0,0,0,0,1,1,0,1,0,18947,22822,3,0,12,3,0,22,2,2,2,2,2,1
31,1,0,1,0,542,0,1,0,20,3,1,0,0,0,0,2,1,71,1,2,1,0,0,0,0,3,1,0,0,4559,24788,3,1,11,3,1,4,2,3,2,2,2,2
36,0,0,1,0,363,1,0,0,1,3,0,0,0,1,0,3,1,77,1,3,0,0,0,1,0,1,0,0,1,10252,4235,2,1,21,4,1,17,2,3,7,7,7,7
29,0,0,1,0,441,1,0,0,8,1,0,0,0,0,1,3,1,39,1,2,0,0,0,0,1,1,1,0,0,9715,7288,3,0,13,3,1,9,3,3,7,7,0,7
39,0,0,1,0,466,1,0,0,1,1,1,0,0,0,0,4,1,65,2,4,0,0,0,1,0,4,1,0,0,12742,7060,1,0,16,3,1,21,3,3,21,6,11,8
30,0,0,1,0,501,0,1,0,27,5,0,0,1,0,0,3,0,99,3,2,1,0,0,0,0,4,0,0,1,5304,25275,7,0,23,4,1,10,2,2,8,7,7,7
26,0,0,1,0,703,0,1,0,28,2,0,0,1,0,0,1,0,66,3,2,1,0,0,0,0,2,1,0,0,6272,7428,1,0,20,4,2,6,5,4,5,3,1,4
33,0,0,1,0,147,0,0,1,2,3,0,0,0,0,1,2,0,99,3,1,0,0,0,0,1,3,1,0,0,3600,8429,1,0,13,3,1,5,2,3,5,4,1,4
31,0,0,1,0,1154,0,1,0,2,2,1,0,0,0,0,1,0,54,3,1,0,0,0,0,1,3,1,0,0,3067,6393,0,0,19,3,1,3,1,3,2,2,1,2
27,0,0,1,0,1220,1,0,0,5,3,1,0,0,0,0,3,1,85,3,1,0,1,0,0,0,2,0,1,0,2478,20938,1,1,12,3,0,4,2,2,4,3,1,2
45,0,0,1,0,252,1,0,0,1,3,0,0,0,0,1,3,0,70,4,5,0,0,0,0,1,4,1,0,0,19202,15970,0,0,11,3,1,25,2,3,24,0,1,7
46,0,0,1,0,644,1,0,0,1,4,0,1,0,0,0,4,0,97,3,3,0,0,0,0,1,1,0,0,1,9396,12368,7,0,16,3,1,17,3,3,4,2,0,3
39,1,0,1,0,360,1,0,0,23,3,0,1,0,0,0,3,0,93,3,1,0,1,0,0,0,1,0,1,0,3904,22154,0,0,13,3,0,6,2,3,5,2,0,3
31,0,0,0,1,979,1,0,0,1,4,0,1,0,0,0,3,0,90,1,2,0,0,0,1,0,3,1,0,0,4345,4381,0,0,12,3,1,6,2,3,5,4,1,4
45,0,0,1,0,930,0,1,0,9,3,0,0,1,0,0,4,0,74,3,3,1,0,0,0,0,1,0,0,1,10761,19239,4,1,12,3,1,18,2,3,5,4,0,2
36,1,0,1,0,885,1,0,0,16,4,1,0,0,0,0,3,1,43,4,1,0,0,1,0,0,1,0,1,0,2743,8269,1,0,16,3,0,18,1,3,17,13,15,14
45,0,0,1,0,954,0,1,0,2,2,0,0,0,1,0,2,0,46,1,2,0,0,0,0,1,3,0,1,0,6632,12388,0,0,13,3,0,9,3,3,8,7,3,1
39,0,1,0,0,443,1,0,0,8,1,1,0,0,0,0,3,1,48,3,1,0,0,1,0,0,3,1,0,0,3755,17872,1,0,11,3,1,8,3,3,8,3,0,7
32,0,0,1,0,588,0,1,0,8,2,0,0,0,1,0,3,1,65,2,2,1,0,0,0,0,2,1,0,0,5228,24624,1,1,11,3,0,13,2,3,13,12,11,9
32,0,1,0,0,116,1,0,0,13,3,0,0,0,0,1,3,1,77,2,1,0,0,1,0,0,2,1,0,0,2743,7331,1,0,20,4,1,2,2,3,2,2,2,2
29,0,0,1,0,986,1,0,0,3,4,0,1,0,0,0,2,0,93,2,3,0,0,0,0,1,3,1,0,0,11935,21526,1,0,18,3,0,10,2,3,10,2,0,7
25,0,0,1,0,949,1,0,0,1,3,0,0,0,1,0,1,0,81,3,1,0,0,1,0,0,4,1,0,0,3229,4910,4,0,11,3,1,7,2,2,3,2,0,2
41,0,0,1,0,796,0,1,0,4,1,0,0,1,0,0,3,1,81,3,3,1,0,0,0,0,3,0,0,1,10447,26458,0,1,13,3,1,23,3,4,22,14,13,5
38,0,0,1,0,130,0,1,0,2,2,0,0,1,0,0,4,0,32,3,3,1,0,0,0,0,2,0,1,0,7351,20619,7,0,16,3,0,10,2,3,1,0,0,0
35,0,0,1,0,755,1,0,0,9,4,1,0,0,0,0,3,0,97,2,2,0,0,0,0,1,2,0,1,0,6540,19394,9,0,19,3,0,10,5,3,1,1,0,0
43,0,1,0,0,313,1,0,0,21,3,0,1,0,0,0,4,0,61,3,1,0,0,1,0,0,4,1,0,0,2258,15238,7,0,20,4,1,8,1,3,3,2,1,2
50,0,0,1,0,1126,1,0,0,1,2,0,1,0,0,0,4,0,66,3,4,0,0,0,0,1,4,0,0,1,17399,6615,9,0,22,4,1,32,1,2,5,4,1,3
38,0,0,1,0,1321,0,1,0,1,4,1,0,0,0,0,4,0,86,3,2,1,0,0,0,0,2,1,0,0,4440,7636,0,0,15,3,2,16,3,3,15,13,5,8
30,0,0,1,0,979,0,1,0,15,2,0,0,1,0,0,3,0,94,2,3,1,0,0,0,0,1,0,0,1,7140,3088,2,0,11,3,1,12,2,3,7,7,1,7
36,0,0,1,0,852,1,0,0,5,4,1,0,0,0,0,2,1,82,2,1,0,1,0,0,0,1,1,0,0,3419,13072,9,1,14,3,1,6,3,4,1,1,0,0
51,0,1,0,0,1456,1,0,0,1,4,0,1,0,0,0,1,1,30,2,3,0,0,0,0,1,1,0,1,0,7484,25796,3,0,20,4,0,23,1,2,13,12,12,8
30,0,0,1,0,1240,0,0,1,9,3,0,0,0,0,1,3,0,48,3,2,0,0,0,0,1,4,1,0,0,6347,13982,0,1,19,3,0,12,2,1,11,9,4,7
39,1,0,1,0,1122,1,0,0,6,3,0,1,0,0,0,4,0,70,3,1,0,0,1,0,0,1,1,0,0,2404,4303,7,1,21,4,0,8,2,1,2,2,2,2
53,0,0,1,0,1219,0,1,0,2,4,1,0,0,0,0,1,1,78,2,4,0,0,0,0,1,4,1,0,0,15427,22021,2,0,16,3,0,31,3,3,25,8,3,7
43,0,1,0,0,422,1,0,0,1,3,1,0,0,0,0,4,1,33,3,2,0,0,0,0,1,4,1,0,0,5562,21782,4,0,13,3,1,12,2,2,5,2,2,2
42,0,0,0,1,926,1,0,0,21,2,0,1,0,0,0,3,1,36,3,2,0,0,0,1,0,3,0,0,1,5265,16439,2,0,16,3,1,11,5,3,5,3,0,2
48,0,0,1,0,1355,1,0,0,4,4,1,0,0,0,0,3,0,78,2,3,0,0,0,0,1,3,0,1,0,10999,22245,7,0,14,3,0,27,3,3,15,11,4,8
39,0,0,1,0,408,1,0,0,2,4,0,0,0,1,0,4,1,80,2,2,0,0,0,0,1,3,0,1,0,4553,20978,1,0,11,3,0,20,4,3,20,7,11,10
29,0,0,1,0,1389,1,0,0,21,4,1,0,0,0,0,2,1,51,4,3,0,0,0,1,0,1,0,0,1,9980,10195,1,0,11,3,1,10,1,3,10,9,8,8
43,0,0,1,0,1273,1,0,0,2,2,0,1,0,0,0,4,1,72,4,1,0,1,0,0,0,3,0,0,1,2645,21923,1,0,12,3,2,6,3,2,5,3,1,4
39,0,0,1,0,835,1,0,0,19,4,0,0,0,0,1,4,0,41,3,2,0,1,0,0,0,4,0,0,1,3902,5141,8,0,14,3,3,7,2,3,2,2,2,2
24,0,1,0,0,897,0,0,1,10,3,0,1,0,0,0,1,0,59,3,1,0,0,0,0,1,4,1,0,0,2145,2097,0,0,14,3,1,3,2,3,2,2,2,1
38,0,0,1,0,1035,0,1,0,3,4,1,0,0,0,0,2,0,42,3,2,1,0,0,0,0,4,0,1,0,6861,4981,8,1,12,3,0,19,1,3,1,0,0,0
49,0,0,0,1,1002,1,0,0,18,4,1,0,0,0,0,4,0,92,3,2,0,0,0,1,0,4,0,0,1,6804,23793,1,1,15,3,2,7,0,3,7,7,1,7
28,1,0,1,0,654,1,0,0,1,2,1,0,0,0,0,1,1,67,1,1,0,1,0,0,0,2,0,1,0,2216,3872,7,1,13,3,0,10,4,3,7,7,3,7
24,0,0,1,0,477,1,0,0,24,3,0,1,0,0,0,4,0,49,3,1,0,0,1,0,0,2,0,1,0,3597,6409,8,0,22,4,0,6,2,3,4,3,1,2
35,1,0,1,0,737,0,1,0,10,3,0,1,0,0,0,4,0,55,2,3,1,0,0,0,0,1,1,0,0,10306,21530,9,0,17,3,0,15,3,3,13,12,6,0
28,1,1,0,0,1009,1,0,0,1,3,0,1,0,0,0,1,0,45,2,1,0,0,1,0,0,2,0,0,1,2596,7160,1,0,15,3,2,1,2,3,1,0,0,0
28,0,0,1,0,950,1,0,0,3,3,0,1,0,0,0,4,1,93,3,3,0,0,0,1,0,2,0,0,1,7655,8039,0,0,17,3,3,10,3,2,9,7,1,7
34,0,0,1,0,254,1,0,0,1,2,1,0,0,0,0,2,0,83,2,1,0,1,0,0,0,4,1,0,0,3622,22794,1,1,13,3,1,6,3,3,6,5,1,3
42,0,0,1,0,532,1,0,0,4,2,0,0,0,1,0,3,0,58,3,5,0,0,0,0,1,4,1,0,0,19232,4933,1,0,11,3,0,22,3,3,22,17,11,15
36,0,0,1,0,1278,0,0,1,8,3,1,0,0,0,0,1,0,77,2,1,0,0,0,0,1,1,1,0,0,2342,8635,0,0,21,4,0,6,3,3,5,4,0,3
36,0,0,0,1,301,0,1,0,15,4,0,0,1,0,0,4,0,88,1,2,1,0,0,0,0,4,0,0,1,5406,10436,1,0,24,4,1,15,4,2,15,12,11,11
31,1,0,1,0,1365,0,1,0,13,4,0,1,0,0,0,2,0,46,3,2,1,0,0,0,0,1,0,0,1,4233,11512,2,0,17,3,0,9,2,1,3,1,1,2
27,0,1,0,0,294,1,0,0,10,2,1,0,0,0,0,4,0,32,3,3,0,0,0,1,0,1,0,0,1,8793,4809,1,0,21,4,2,9,4,2,9,7,1,7
33,0,1,0,0,1141,0,1,0,1,3,1,0,0,0,0,3,1,42,4,2,1,0,0,0,0,1,1,0,0,5376,3193,2,0,19,3,2,10,3,3,5,3,1,3
28,0,0,1,0,736,0,1,0,26,3,1,0,0,0,0,3,0,48,2,2,1,0,0,0,0,1,1,0,0,4724,24232,1,0,11,3,1,5,0,3,5,3,0,4
34,0,0,0,1,1381,0,1,0,4,4,0,0,1,0,0,3,1,72,3,2,1,0,0,0,0,3,1,0,0,6538,12740,9,0,15,3,1,6,3,3,3,2,1,2
51,0,0,1,0,313,1,0,0,3,3,0,1,0,0,0,4,1,98,3,4,0,0,0,0,1,2,0,1,0,13734,7192,3,0,18,3,0,21,6,3,7,7,1,0
34,0,1,0,0,426,1,0,0,10,4,1,0,0,0,0,3,0,42,4,2,0,0,0,1,0,4,0,0,1,4724,17000,1,0,13,3,1,9,3,3,9,7,7,2
45,0,0,0,1,1195,1,0,0,2,2,0,1,0,0,0,1,0,65,2,4,0,0,0,0,1,4,1,0,0,16792,20462,9,0,23,4,1,22,1,3,20,8,11,8
40,0,0,1,0,1308,1,0,0,14,3,0,1,0,0,0,3,0,44,2,5,0,0,0,0,1,3,0,1,0,19626,17544,1,0,14,3,0,21,2,4,20,7,4,9
24,0,0,1,0,506,1,0,0,29,1,0,1,0,0,0,2,0,91,3,1,0,0,1,0,0,1,0,0,1,3907,3622,1,0,13,3,3,6,2,4,6,2,1,2
55,1,0,1,0,725,1,0,0,2,3,0,1,0,0,0,4,0,78,3,5,0,0,0,0,1,1,1,0,0,19859,21199,5,1,13,3,1,24,2,3,5,2,1,4
40,0,0,1,0,107,0,1,0,10,3,0,0,0,1,0,2,1,84,2,2,1,0,0,0,0,2,0,0,1,6852,11591,7,0,12,3,1,7,2,4,5,1,1,3
40,0,0,1,0,1171,1,0,0,10,4,1,0,0,0,0,4,1,46,4,1,0,0,1,0,0,3,1,0,0,2213,22495,3,1,13,3,1,10,3,3,7,7,1,7
22,0,0,0,1,1123,1,0,0,16,2,0,1,0,0,0,4,0,96,4,1,0,0,1,0,0,4,0,0,1,2935,7324,1,1,13,3,2,1,2,2,1,0,0,0
28,1,0,1,0,103,1,0,0,24,3,1,0,0,0,0,3,0,50,2,1,0,0,1,0,0,3,0,1,0,2028,12947,5,1,14,3,0,6,4,3,4,2,0,3
37,0,0,1,0,571,1,0,0,10,1,1,0,0,0,0,4,1,82,3,1,0,1,0,0,0,1,0,0,1,2782,19905,0,1,13,3,2,6,3,2,5,3,4,3
60,0,0,1,0,422,1,0,0,7,3,1,0,0,0,0,1,1,41,3,5,0,0,0,0,1,1,1,0,0,19566,3854,5,0,11,3,0,33,5,1,29,8,11,10
29,1,0,1,0,1092,1,0,0,1,4,0,1,0,0,0,1,0,36,3,1,0,1,0,0,0,4,1,0,0,4787,26124,9,1,14,3,3,4,3,4,2,2,2,2
41,0,0,1,0,314,0,0,1,1,3,0,0,0,0,1,4,0,59,2,5,0,0,0,0,1,3,1,0,0,19189,19562,1,0,12,3,1,22,3,3,22,7,2,10
29,0,1,0,0,574,1,0,0,20,1,0,1,0,0,0,4,0,40,3,1,0,0,1,0,0,4,1,0,0,3812,7003,1,0,13,3,0,11,3,4,11,8,3,10
34,1,0,1,0,790,0,1,0,24,4,0,1,0,0,0,1,1,40,2,2,1,0,0,0,0,2,0,1,0,4599,7815,0,1,23,4,0,16,2,4,15,9,10,10
33,0,1,0,0,1111,0,1,0,5,1,1,0,0,0,0,2,0,61,3,2,1,0,0,0,0,4,1,0,0,9998,19293,6,0,13,3,0,8,2,4,5,4,1,2
